attendance_id,student_id,course_code,date,status,hours_present,total_hours,notes
23499,UJ2024431,MAT2681,2024-04-25,PRESENT,2.7,2.7,Class 13
23500,UJ2024431,MAT2681,2024-05-02,LATE,2.0,2.3,Class 14
23501,UJ2024431,INF2611,2024-02-01,PRESENT,2.2,2.2,Class 1
23502,UJ2024431,INF2611,2024-02-08,PRESENT,2.8,2.8,Class 2
23503,UJ2024431,INF2611,2024-02-15,PRESENT,2.2,2.2,Class 3
23504,UJ2024431,INF2611,2024-02-22,PRESENT,2.8,2.8,Class 4
23505,UJ2024431,INF2611,2024-02-29,PRESENT,2.4,2.4,Class 5
23506,UJ2024431,INF2611,2024-03-07,PRESENT,2.0,2.0,Class 6
23507,UJ2024431,INF2611,2024-03-14,PRESENT,2.7,2.7,Class 7
23508,UJ2024431,INF2611,2024-03-21,PRESENT,2.7,2.7,Class 8
23509,UJ2024431,INF2611,2024-03-28,PRESENT,3.0,3.0,Class 9
23510,UJ2024431,INF2611,2024-04-04,PRESENT,3.0,3.0,Class 10
23511,UJ2024431,INF2611,2024-04-11,PRESENT,2.9,2.9,Class 11
23512,UJ2024431,ART2611,2024-02-01,PRESENT,2.4,2.4,Class 1
23513,UJ2024431,ART2611,2024-02-08,PRESENT,2.6,2.6,Class 2
23514,UJ2024431,ART2611,2024-02-15,PRESENT,2.8,2.8,Class 3
23515,UJ2024431,ART2611,2024-02-22,PRESENT,2.8,2.8,Class 4
23516,UJ2024431,ART2611,2024-02-29,PRESENT,2.5,2.5,Class 5
23517,UJ2024431,ART2611,2024-03-07,PRESENT,2.4,2.4,Class 6
23518,UJ2024431,ART2611,2024-03-14,PRESENT,2.4,2.4,Class 7
23519,UJ2024431,ART2611,2024-03-21,PRESENT,2.1,2.1,Class 8
23520,UJ2024431,ART2611,2024-03-28,PRESENT,2.0,2.0,Class 9
23521,UJ2024431,ART2611,2024-04-04,ABSENT,0,2.3,Class 10
23522,UJ2024431,ART2611,2024-04-11,PRESENT,2.6,2.6,Class 11
23523,UJ2024431,ART2611,2024-04-18,PRESENT,2.5,2.5,Class 12
23524,UJ2024431,INF1511,2024-02-01,ABSENT,0,2.1,Class 1
23525,UJ2024431,INF1511,2024-02-08,PRESENT,2.4,2.4,Class 2
23526,UJ2024431,INF1511,2024-02-15,PRESENT,2.8,2.8,Class 3
23527,UJ2024431,INF1511,2024-02-22,PRESENT,2.2,2.2,Class 4
23528,UJ2024431,INF1511,2024-02-29,PRESENT,2.5,2.5,Class 5
23529,UJ2024431,INF1511,2024-03-07,PRESENT,2.8,2.8,Class 6
23530,UJ2024431,INF1511,2024-03-14,PRESENT,2.6,2.6,Class 7
23531,UJ2024431,INF1511,2024-03-21,PRESENT,2.8,2.8,Class 8
23532,UJ2024431,INF1511,2024-03-28,PRESENT,2.1,2.1,Class 9
23533,UJ2024431,INF1511,2024-04-04,ABSENT,0,2.5,Class 10
23534,UJ2024431,INF1511,2024-04-11,PRESENT,2.0,2.0,Class 11
23535,UJ2024431,ARC1511,2024-02-01,PRESENT,2.3,2.3,Class 1
23536,UJ2024431,ARC1511,2024-02-08,PRESENT,2.9,2.9,Class 2
23537,UJ2024431,ARC1511,2024-02-15,PRESENT,3.0,3.0,Class 3
23538,UJ2024431,ARC1511,2024-02-22,ABSENT,0,2.9,Class 4
23539,UJ2024431,ARC1511,2024-02-29,PRESENT,2.9,2.9,Class 5
23540,UJ2024431,ARC1511,2024-03-07,PRESENT,2.2,2.2,Class 6
23541,UJ2024431,ARC1511,2024-03-14,PRESENT,2.4,2.4,Class 7
23542,UJ2024431,ARC1511,2024-03-21,PRESENT,2.4,2.4,Class 8
23543,UJ2024431,ARC1511,2024-03-28,PRESENT,2.9,2.9,Class 9
23544,UJ2024431,ARC1511,2024-04-04,PRESENT,2.6,2.6,Class 10
23545,UJ2024431,ARC1511,2024-04-11,PRESENT,2.8,2.8,Class 11
23546,UJ2024431,ARC1511,2024-04-18,PRESENT,2.6,2.6,Class 12
23547,UJ2024431,ARC1511,2024-04-25,PRESENT,2.1,2.1,Class 13
23548,UJ2024431,ARC1511,2024-05-02,PRESENT,2.9,2.9,Class 14
23549,UJ2024432,INF1511,2024-02-01,PRESENT,2.7,2.7,Class 1
23550,UJ2024432,INF1511,2024-02-08,PRESENT,2.5,2.5,Class 2
23551,UJ2024432,INF1511,2024-02-15,ABSENT,0,2.7,Class 3
23552,UJ2024432,INF1511,2024-02-22,LATE,1.6,2.7,Class 4
23553,UJ2024432,INF1511,2024-02-29,LATE,2.3,2.7,Class 5
23554,UJ2024432,INF1511,2024-03-07,PRESENT,2.5,2.5,Class 6
23555,UJ2024432,INF1511,2024-03-14,ABSENT,0,2.5,Class 7
23556,UJ2024432,INF1511,2024-03-21,PRESENT,2.8,2.8,Class 8
23557,UJ2024432,INF1511,2024-03-28,PRESENT,2.3,2.3,Class 9
23558,UJ2024432,INF1511,2024-04-04,PRESENT,2.4,2.4,Class 10
23559,UJ2024432,INF1511,2024-04-11,PRESENT,2.5,2.5,Class 11
23560,UJ2024432,INF2611,2024-02-01,PRESENT,2.9,2.9,Class 1
23561,UJ2024432,INF2611,2024-02-08,PRESENT,2.1,2.1,Class 2
23562,UJ2024432,INF2611,2024-02-15,PRESENT,2.4,2.4,Class 3
23563,UJ2024432,INF2611,2024-02-22,PRESENT,2.2,2.2,Class 4
23564,UJ2024432,INF2611,2024-02-29,PRESENT,2.1,2.1,Class 5
23565,UJ2024432,INF2611,2024-03-07,LATE,2.5,2.9,Class 6
23566,UJ2024432,INF2611,2024-03-14,PRESENT,2.6,2.6,Class 7
23567,UJ2024432,INF2611,2024-03-21,PRESENT,2.1,2.1,Class 8
23568,UJ2024432,INF2611,2024-03-28,PRESENT,2.7,2.7,Class 9
23569,UJ2024432,INF2611,2024-04-04,PRESENT,2.8,2.8,Class 10
23570,UJ2024432,INF2611,2024-04-11,ABSENT,0,2.2,Class 11
23571,UJ2024432,INF2611,2024-04-18,LATE,1.5,2.9,Class 12
23572,UJ2024432,INF2611,2024-04-25,ABSENT,0,2.9,Class 13
23573,UJ2024432,INF2611,2024-05-02,ABSENT,0,2.0,Class 14
23574,UJ2024432,INF2611,2024-05-09,PRESENT,2.2,2.2,Class 15
23575,UJ2024432,ARC1511,2024-02-01,PRESENT,2.8,2.8,Class 1
23576,UJ2024432,ARC1511,2024-02-08,PRESENT,2.1,2.1,Class 2
23577,UJ2024432,ARC1511,2024-02-15,PRESENT,2.7,2.7,Class 3
23578,UJ2024432,ARC1511,2024-02-22,ABSENT,0,2.2,Class 4
23579,UJ2024432,ARC1511,2024-02-29,PRESENT,2.6,2.6,Class 5
23580,UJ2024432,ARC1511,2024-03-07,LATE,1.2,2.1,Class 6
23581,UJ2024432,ARC1511,2024-03-14,PRESENT,2.3,2.3,Class 7
23582,UJ2024432,ARC1511,2024-03-21,PRESENT,2.6,2.6,Class 8
23583,UJ2024432,ARC1511,2024-03-28,PRESENT,2.7,2.7,Class 9
23584,UJ2024432,ARC1511,2024-04-04,LATE,1.7,2.1,Class 10
23585,UJ2024432,ARC1511,2024-04-11,PRESENT,2.7,2.7,Class 11
23586,UJ2024432,ARC1511,2024-04-18,PRESENT,2.9,2.9,Class 12
23587,UJ2024432,PLS2601,2024-02-01,PRESENT,2.2,2.2,Class 1
23588,UJ2024432,PLS2601,2024-02-08,PRESENT,2.3,2.3,Class 2
23589,UJ2024432,PLS2601,2024-02-15,PRESENT,2.3,2.3,Class 3
23590,UJ2024432,PLS2601,2024-02-22,PRESENT,2.7,2.7,Class 4
23591,UJ2024432,PLS2601,2024-02-29,ABSENT,0,2.2,Class 5
23592,UJ2024432,PLS2601,2024-03-07,PRESENT,2.6,2.6,Class 6
23593,UJ2024432,PLS2601,2024-03-14,PRESENT,2.7,2.7,Class 7
23594,UJ2024432,PLS2601,2024-03-21,PRESENT,2.3,2.3,Class 8
23595,UJ2024432,PLS2601,2024-03-28,PRESENT,2.8,2.8,Class 9
23596,UJ2024432,PLS2601,2024-04-04,PRESENT,2.1,2.1,Class 10
23597,UJ2024432,PLS2601,2024-04-11,PRESENT,2.7,2.7,Class 11
23598,UJ2024432,PLS2601,2024-04-18,ABSENT,0,2.6,Class 12
23599,UJ2024432,PLS2601,2024-04-25,PRESENT,2.5,2.5,Class 13
23600,UJ2024432,PLS2601,2024-05-02,PRESENT,2.3,2.3,Class 14
23601,UJ2024432,PLS2601,2024-05-09,PRESENT,2.9,2.9,Class 15
23602,UJ2024432,FAC2601,2024-02-01,PRESENT,2.2,2.2,Class 1
23603,UJ2024432,FAC2601,2024-02-08,PRESENT,2.2,2.2,Class 2
23604,UJ2024432,FAC2601,2024-02-15,PRESENT,2.5,2.5,Class 3
23605,UJ2024432,FAC2601,2024-02-22,PRESENT,2.1,2.1,Class 4
23606,UJ2024432,FAC2601,2024-02-29,PRESENT,2.2,2.2,Class 5
23607,UJ2024432,FAC2601,2024-03-07,PRESENT,2.4,2.4,Class 6
23608,UJ2024432,FAC2601,2024-03-14,PRESENT,2.3,2.3,Class 7
23609,UJ2024432,FAC2601,2024-03-21,PRESENT,2.1,2.1,Class 8
23610,UJ2024432,FAC2601,2024-03-28,PRESENT,3.0,3.0,Class 9
23611,UJ2024432,FAC2601,2024-04-04,PRESENT,2.8,2.8,Class 10
23612,UJ2024432,FAC2601,2024-04-11,PRESENT,2.5,2.5,Class 11
23613,UJ2024432,FAC2601,2024-04-18,PRESENT,2.4,2.4,Class 12
23614,UJ2024432,FAC2601,2024-04-25,PRESENT,2.3,2.3,Class 13
23615,UJ2024432,FAC2601,2024-05-02,PRESENT,2.2,2.2,Class 14
23616,UJ2024432,FAC2601,2024-05-09,PRESENT,2.9,2.9,Class 15
23617,UJ2024432,COS2611,2024-02-01,PRESENT,3.0,3.0,Class 1
23618,UJ2024432,COS2611,2024-02-08,PRESENT,2.5,2.5,Class 2
23619,UJ2024432,COS2611,2024-02-15,PRESENT,2.0,2.0,Class 3
23620,UJ2024432,COS2611,2024-02-22,PRESENT,2.3,2.3,Class 4
23621,UJ2024432,COS2611,2024-02-29,PRESENT,2.7,2.7,Class 5
23622,UJ2024432,COS2611,2024-03-07,LATE,1.6,2.9,Class 6
23623,UJ2024432,COS2611,2024-03-14,PRESENT,2.2,2.2,Class 7
23624,UJ2024432,COS2611,2024-03-21,PRESENT,2.1,2.1,Class 8
23625,UJ2024432,COS2611,2024-03-28,PRESENT,2.2,2.2,Class 9
23626,UJ2024432,COS2611,2024-04-04,PRESENT,2.7,2.7,Class 10
23627,UJ2024432,COS2611,2024-04-11,PRESENT,2.1,2.1,Class 11
23628,UJ2024432,SOC1501,2024-02-01,PRESENT,2.3,2.3,Class 1
23629,UJ2024432,SOC1501,2024-02-08,PRESENT,2.4,2.4,Class 2
23630,UJ2024432,SOC1501,2024-02-15,PRESENT,2.5,2.5,Class 3
23631,UJ2024432,SOC1501,2024-02-22,PRESENT,2.4,2.4,Class 4
23632,UJ2024432,SOC1501,2024-02-29,PRESENT,2.3,2.3,Class 5
23633,UJ2024432,SOC1501,2024-03-07,PRESENT,2.5,2.5,Class 6
23634,UJ2024432,SOC1501,2024-03-14,LATE,1.5,2.4,Class 7
23635,UJ2024432,SOC1501,2024-03-21,ABSENT,0,2.7,Class 8
23636,UJ2024432,SOC1501,2024-03-28,PRESENT,2.1,2.1,Class 9
23637,UJ2024432,SOC1501,2024-04-04,PRESENT,2.8,2.8,Class 10
23638,UJ2024432,SOC1501,2024-04-11,PRESENT,2.5,2.5,Class 11
23639,UJ2024432,SOC1501,2024-04-18,PRESENT,2.5,2.5,Class 12
23640,UJ2024433,PHY1513,2024-02-01,LATE,2.3,2.6,Class 1
23641,UJ2024433,PHY1513,2024-02-08,PRESENT,2.3,2.3,Class 2
23642,UJ2024433,PHY1513,2024-02-15,PRESENT,2.4,2.4,Class 3
23643,UJ2024433,PHY1513,2024-02-22,PRESENT,2.0,2.0,Class 4
23644,UJ2024433,PHY1513,2024-02-29,PRESENT,2.9,2.9,Class 5
23645,UJ2024433,PHY1513,2024-03-07,PRESENT,2.5,2.5,Class 6
23646,UJ2024433,PHY1513,2024-03-14,PRESENT,2.6,2.6,Class 7
23647,UJ2024433,PHY1513,2024-03-21,PRESENT,2.2,2.2,Class 8
23648,UJ2024433,PHY1513,2024-03-28,PRESENT,2.9,2.9,Class 9
23649,UJ2024433,PHY1513,2024-04-04,PRESENT,2.7,2.7,Class 10
23650,UJ2024433,PHY1513,2024-04-11,PRESENT,2.8,2.8,Class 11
23651,UJ2024433,LAW1511,2024-02-01,PRESENT,2.6,2.6,Class 1
23652,UJ2024433,LAW1511,2024-02-08,PRESENT,2.2,2.2,Class 2
23653,UJ2024433,LAW1511,2024-02-15,PRESENT,2.8,2.8,Class 3
23654,UJ2024433,LAW1511,2024-02-22,PRESENT,2.9,2.9,Class 4
23655,UJ2024433,LAW1511,2024-02-29,PRESENT,2.7,2.7,Class 5
23656,UJ2024433,LAW1511,2024-03-07,PRESENT,2.4,2.4,Class 6
23657,UJ2024433,LAW1511,2024-03-14,PRESENT,2.8,2.8,Class 7
23658,UJ2024433,LAW1511,2024-03-21,PRESENT,2.5,2.5,Class 8
23659,UJ2024433,LAW1511,2024-03-28,LATE,1.7,2.9,Class 9
23660,UJ2024433,LAW1511,2024-04-04,ABSENT,0,2.9,Class 10
23661,UJ2024433,LAW1511,2024-04-11,PRESENT,2.9,2.9,Class 11
23662,UJ2024433,LAW1511,2024-04-18,PRESENT,2.7,2.7,Class 12
23663,UJ2024433,LAW1511,2024-04-25,PRESENT,2.9,2.9,Class 13
23664,UJ2024433,LAW1511,2024-05-02,PRESENT,2.8,2.8,Class 14
23665,UJ2024433,ENG2611,2024-02-01,PRESENT,3.0,3.0,Class 1
23666,UJ2024433,ENG2611,2024-02-08,PRESENT,2.7,2.7,Class 2
23667,UJ2024433,ENG2611,2024-02-15,ABSENT,0,2.7,Class 3
23668,UJ2024433,ENG2611,2024-02-22,PRESENT,2.0,2.0,Class 4
23669,UJ2024433,ENG2611,2024-02-29,PRESENT,2.7,2.7,Class 5
23670,UJ2024433,ENG2611,2024-03-07,PRESENT,2.6,2.6,Class 6
23671,UJ2024433,ENG2611,2024-03-14,PRESENT,2.0,2.0,Class 7
23672,UJ2024433,ENG2611,2024-03-21,PRESENT,3.0,3.0,Class 8
23673,UJ2024433,ENG2611,2024-03-28,PRESENT,2.1,2.1,Class 9
23674,UJ2024433,ENG2611,2024-04-04,PRESENT,2.9,2.9,Class 10
23675,UJ2024433,ENG2611,2024-04-11,PRESENT,2.4,2.4,Class 11
23676,UJ2024433,ENG2611,2024-04-18,PRESENT,2.4,2.4,Class 12
23677,UJ2024433,FAC1502,2024-02-01,PRESENT,2.5,2.5,Class 1
23678,UJ2024433,FAC1502,2024-02-08,PRESENT,2.3,2.3,Class 2
23679,UJ2024433,FAC1502,2024-02-15,LATE,1.2,2.2,Class 3
23680,UJ2024433,FAC1502,2024-02-22,ABSENT,0,2.2,Class 4
23681,UJ2024433,FAC1502,2024-02-29,PRESENT,2.9,2.9,Class 5
23682,UJ2024433,FAC1502,2024-03-07,PRESENT,2.8,2.8,Class 6
23683,UJ2024433,FAC1502,2024-03-14,PRESENT,2.9,2.9,Class 7
23684,UJ2024433,FAC1502,2024-03-21,LATE,1.4,2.5,Class 8
23685,UJ2024433,FAC1502,2024-03-28,PRESENT,2.4,2.4,Class 9
23686,UJ2024433,FAC1502,2024-04-04,PRESENT,2.7,2.7,Class 10
23687,UJ2024434,BIO1511,2024-02-01,PRESENT,2.1,2.1,Class 1
23688,UJ2024434,BIO1511,2024-02-08,PRESENT,2.1,2.1,Class 2
23689,UJ2024434,BIO1511,2024-02-15,PRESENT,2.0,2.0,Class 3
23690,UJ2024434,BIO1511,2024-02-22,PRESENT,2.0,2.0,Class 4
23691,UJ2024434,BIO1511,2024-02-29,PRESENT,2.6,2.6,Class 5
23692,UJ2024434,BIO1511,2024-03-07,PRESENT,2.1,2.1,Class 6
23693,UJ2024434,BIO1511,2024-03-14,ABSENT,0,2.5,Class 7
23694,UJ2024434,BIO1511,2024-03-21,PRESENT,2.9,2.9,Class 8
23695,UJ2024434,BIO1511,2024-03-28,PRESENT,2.6,2.6,Class 9
23696,UJ2024434,BIO1511,2024-04-04,PRESENT,2.8,2.8,Class 10
23697,UJ2024434,BIO1511,2024-04-11,ABSENT,0,2.9,Class 11
23698,UJ2024434,BIO1511,2024-04-18,PRESENT,3.0,3.0,Class 12
23699,UJ2024434,BIO1511,2024-04-25,ABSENT,0,2.0,Class 13
23700,UJ2024434,PLS2601,2024-02-01,PRESENT,3.0,3.0,Class 1
23701,UJ2024434,PLS2601,2024-02-08,PRESENT,2.8,2.8,Class 2
23702,UJ2024434,PLS2601,2024-02-15,PRESENT,2.6,2.6,Class 3
23703,UJ2024434,PLS2601,2024-02-22,PRESENT,2.8,2.8,Class 4
23704,UJ2024434,PLS2601,2024-02-29,PRESENT,2.2,2.2,Class 5
23705,UJ2024434,PLS2601,2024-03-07,PRESENT,2.5,2.5,Class 6
23706,UJ2024434,PLS2601,2024-03-14,PRESENT,2.5,2.5,Class 7
23707,UJ2024434,PLS2601,2024-03-21,PRESENT,2.5,2.5,Class 8
23708,UJ2024434,PLS2601,2024-03-28,PRESENT,2.3,2.3,Class 9
23709,UJ2024434,PLS2601,2024-04-04,PRESENT,2.7,2.7,Class 10
23710,UJ2024434,PLS2601,2024-04-11,PRESENT,2.1,2.1,Class 11
23711,UJ2024435,ARC1511,2024-02-01,PRESENT,3.0,3.0,Class 1
23712,UJ2024435,ARC1511,2024-02-08,PRESENT,2.1,2.1,Class 2
23713,UJ2024435,ARC1511,2024-02-15,PRESENT,2.4,2.4,Class 3
23714,UJ2024435,ARC1511,2024-02-22,PRESENT,2.6,2.6,Class 4
23715,UJ2024435,ARC1511,2024-02-29,PRESENT,2.3,2.3,Class 5
23716,UJ2024435,ARC1511,2024-03-07,ABSENT,0,2.0,Class 6
23717,UJ2024435,ARC1511,2024-03-14,PRESENT,2.4,2.4,Class 7
23718,UJ2024435,ARC1511,2024-03-21,PRESENT,2.9,2.9,Class 8
23719,UJ2024435,ARC1511,2024-03-28,PRESENT,2.6,2.6,Class 9
23720,UJ2024435,ARC1511,2024-04-04,PRESENT,2.8,2.8,Class 10
23721,UJ2024435,ARC1511,2024-04-11,PRESENT,2.8,2.8,Class 11
23722,UJ2024435,ARC1511,2024-04-18,PRESENT,2.8,2.8,Class 12
23723,UJ2024435,ARC1511,2024-04-25,PRESENT,2.5,2.5,Class 13
23724,UJ2024435,ARC1511,2024-05-02,PRESENT,2.9,2.9,Class 14
23725,UJ2024435,EKN224,2024-02-01,ABSENT,0,2.3,Class 1
23726,UJ2024435,EKN224,2024-02-08,PRESENT,2.1,2.1,Class 2
23727,UJ2024435,EKN224,2024-02-15,PRESENT,2.5,2.5,Class 3
23728,UJ2024435,EKN224,2024-02-22,PRESENT,2.6,2.6,Class 4
23729,UJ2024435,EKN224,2024-02-29,PRESENT,2.6,2.6,Class 5
23730,UJ2024435,EKN224,2024-03-07,PRESENT,3.0,3.0,Class 6
23731,UJ2024435,EKN224,2024-03-14,PRESENT,2.4,2.4,Class 7
23732,UJ2024435,EKN224,2024-03-21,PRESENT,2.3,2.3,Class 8
23733,UJ2024435,EKN224,2024-03-28,PRESENT,2.6,2.6,Class 9
23734,UJ2024435,EKN224,2024-04-04,PRESENT,2.3,2.3,Class 10
23735,UJ2024435,EKN224,2024-04-11,PRESENT,2.3,2.3,Class 11
23736,UJ2024435,MNB1501,2024-02-01,PRESENT,2.3,2.3,Class 1
23737,UJ2024435,MNB1501,2024-02-08,ABSENT,0,2.1,Class 2
23738,UJ2024435,MNB1501,2024-02-15,PRESENT,2.3,2.3,Class 3
23739,UJ2024435,MNB1501,2024-02-22,PRESENT,2.0,2.0,Class 4
23740,UJ2024435,MNB1501,2024-02-29,PRESENT,2.2,2.2,Class 5
23741,UJ2024435,MNB1501,2024-03-07,LATE,1.7,2.9,Class 6
23742,UJ2024435,MNB1501,2024-03-14,LATE,1.4,2.3,Class 7
23743,UJ2024435,MNB1501,2024-03-21,PRESENT,2.4,2.4,Class 8
23744,UJ2024435,MNB1501,2024-03-28,PRESENT,2.3,2.3,Class 9
23745,UJ2024435,MNB1501,2024-04-04,PRESENT,2.5,2.5,Class 10
23746,UJ2024435,MNB1501,2024-04-11,PRESENT,2.4,2.4,Class 11
23747,UJ2024435,APM1513,2024-02-01,PRESENT,2.5,2.5,Class 1
23748,UJ2024435,APM1513,2024-02-08,PRESENT,2.1,2.1,Class 2
23749,UJ2024435,APM1513,2024-02-15,PRESENT,3.0,3.0,Class 3
23750,UJ2024435,APM1513,2024-02-22,PRESENT,2.6,2.6,Class 4
23751,UJ2024435,APM1513,2024-02-29,PRESENT,2.8,2.8,Class 5
23752,UJ2024435,APM1513,2024-03-07,PRESENT,2.8,2.8,Class 6
23753,UJ2024435,APM1513,2024-03-14,PRESENT,2.6,2.6,Class 7
23754,UJ2024435,APM1513,2024-03-21,PRESENT,2.2,2.2,Class 8
23755,UJ2024435,APM1513,2024-03-28,PRESENT,2.6,2.6,Class 9
23756,UJ2024435,APM1513,2024-04-04,PRESENT,3.0,3.0,Class 10
23757,UJ2024435,APM1513,2024-04-11,ABSENT,0,2.7,Class 11
23758,UJ2024435,MAT1581,2024-02-01,PRESENT,2.7,2.7,Class 1
23759,UJ2024435,MAT1581,2024-02-08,PRESENT,2.0,2.0,Class 2
23760,UJ2024435,MAT1581,2024-02-15,PRESENT,2.4,2.4,Class 3
23761,UJ2024435,MAT1581,2024-02-22,PRESENT,2.1,2.1,Class 4
23762,UJ2024435,MAT1581,2024-02-29,PRESENT,2.2,2.2,Class 5
23763,UJ2024435,MAT1581,2024-03-07,LATE,1.8,2.5,Class 6
23764,UJ2024435,MAT1581,2024-03-14,PRESENT,3.0,3.0,Class 7
23765,UJ2024435,MAT1581,2024-03-21,PRESENT,2.8,2.8,Class 8
23766,UJ2024435,MAT1581,2024-03-28,PRESENT,2.9,2.9,Class 9
23767,UJ2024435,MAT1581,2024-04-04,PRESENT,2.6,2.6,Class 10
23768,UJ2024435,MAT1581,2024-04-11,PRESENT,2.9,2.9,Class 11
23769,UJ2024435,MAT1581,2024-04-18,PRESENT,2.3,2.3,Class 12
23770,UJ2024435,MAT1581,2024-04-25,LATE,1.3,2.1,Class 13
23771,UJ2024435,PHY2611,2024-02-01,PRESENT,2.4,2.4,Class 1
23772,UJ2024435,PHY2611,2024-02-08,PRESENT,2.9,2.9,Class 2
23773,UJ2024435,PHY2611,2024-02-15,ABSENT,0,2.9,Class 3
23774,UJ2024435,PHY2611,2024-02-22,PRESENT,2.1,2.1,Class 4
23775,UJ2024435,PHY2611,2024-02-29,PRESENT,2.3,2.3,Class 5
23776,UJ2024435,PHY2611,2024-03-07,LATE,1.5,2.2,Class 6
23777,UJ2024435,PHY2611,2024-03-14,PRESENT,2.4,2.4,Class 7
23778,UJ2024435,PHY2611,2024-03-21,PRESENT,2.9,2.9,Class 8
23779,UJ2024435,PHY2611,2024-03-28,PRESENT,3.0,3.0,Class 9
23780,UJ2024435,PHY2611,2024-04-04,PRESENT,2.7,2.7,Class 10
23781,UJ2024435,PHY2611,2024-04-11,PRESENT,3.0,3.0,Class 11
23782,UJ2024435,PHY2611,2024-04-18,PRESENT,2.8,2.8,Class 12
23783,UJ2024435,LAW2611,2024-02-01,ABSENT,0,2.4,Class 1
23784,UJ2024435,LAW2611,2024-02-08,LATE,1.3,2.2,Class 2
23785,UJ2024435,LAW2611,2024-02-15,PRESENT,2.0,2.0,Class 3
23786,UJ2024435,LAW2611,2024-02-22,PRESENT,2.5,2.5,Class 4
23787,UJ2024435,LAW2611,2024-02-29,ABSENT,0,2.3,Class 5
23788,UJ2024435,LAW2611,2024-03-07,PRESENT,2.7,2.7,Class 6
23789,UJ2024435,LAW2611,2024-03-14,PRESENT,2.8,2.8,Class 7
23790,UJ2024435,LAW2611,2024-03-21,PRESENT,2.7,2.7,Class 8
23791,UJ2024435,LAW2611,2024-03-28,LATE,1.7,2.3,Class 9
23792,UJ2024435,LAW2611,2024-04-04,PRESENT,2.6,2.6,Class 10
23793,UJ2024435,SOC1501,2024-02-01,PRESENT,2.8,2.8,Class 1
23794,UJ2024435,SOC1501,2024-02-08,PRESENT,2.2,2.2,Class 2
23795,UJ2024435,SOC1501,2024-02-15,PRESENT,2.9,2.9,Class 3
23796,UJ2024435,SOC1501,2024-02-22,PRESENT,2.8,2.8,Class 4
23797,UJ2024435,SOC1501,2024-02-29,PRESENT,2.8,2.8,Class 5
23798,UJ2024435,SOC1501,2024-03-07,PRESENT,2.8,2.8,Class 6
23799,UJ2024435,SOC1501,2024-03-14,PRESENT,2.4,2.4,Class 7
23800,UJ2024435,SOC1501,2024-03-21,PRESENT,2.6,2.6,Class 8
23801,UJ2024435,SOC1501,2024-03-28,PRESENT,2.3,2.3,Class 9
23802,UJ2024435,SOC1501,2024-04-04,PRESENT,2.1,2.1,Class 10
23803,UJ2024435,SOC1501,2024-04-11,PRESENT,2.9,2.9,Class 11
23804,UJ2024435,SOC1501,2024-04-18,PRESENT,3.0,3.0,Class 12
23805,UJ2024435,SOC1501,2024-04-25,ABSENT,0,3.0,Class 13
23806,UJ2024436,COS2611,2024-02-01,PRESENT,2.7,2.7,Class 1
23807,UJ2024436,COS2611,2024-02-08,PRESENT,2.6,2.6,Class 2
23808,UJ2024436,COS2611,2024-02-15,PRESENT,2.5,2.5,Class 3
23809,UJ2024436,COS2611,2024-02-22,PRESENT,2.5,2.5,Class 4
23810,UJ2024436,COS2611,2024-02-29,PRESENT,2.9,2.9,Class 5
23811,UJ2024436,COS2611,2024-03-07,PRESENT,2.3,2.3,Class 6
23812,UJ2024436,COS2611,2024-03-14,LATE,1.2,2.2,Class 7
23813,UJ2024436,COS2611,2024-03-21,PRESENT,2.1,2.1,Class 8
23814,UJ2024436,COS2611,2024-03-28,ABSENT,0,2.4,Class 9
23815,UJ2024436,COS2611,2024-04-04,PRESENT,2.7,2.7,Class 10
23816,UJ2024436,INF2611,2024-02-01,PRESENT,2.6,2.6,Class 1
23817,UJ2024436,INF2611,2024-02-08,PRESENT,2.8,2.8,Class 2
23818,UJ2024436,INF2611,2024-02-15,PRESENT,2.7,2.7,Class 3
23819,UJ2024436,INF2611,2024-02-22,PRESENT,2.4,2.4,Class 4
23820,UJ2024436,INF2611,2024-02-29,PRESENT,2.5,2.5,Class 5
23821,UJ2024436,INF2611,2024-03-07,PRESENT,2.5,2.5,Class 6
23822,UJ2024436,INF2611,2024-03-14,PRESENT,2.9,2.9,Class 7
23823,UJ2024436,INF2611,2024-03-21,PRESENT,2.6,2.6,Class 8
23824,UJ2024436,INF2611,2024-03-28,PRESENT,2.3,2.3,Class 9
23825,UJ2024436,INF2611,2024-04-04,PRESENT,2.7,2.7,Class 10
23826,UJ2024436,INF2611,2024-04-11,PRESENT,2.0,2.0,Class 11
23827,UJ2024436,SOC2601,2024-02-01,PRESENT,2.3,2.3,Class 1
23828,UJ2024436,SOC2601,2024-02-08,PRESENT,2.8,2.8,Class 2
23829,UJ2024436,SOC2601,2024-02-15,PRESENT,3.0,3.0,Class 3
23830,UJ2024436,SOC2601,2024-02-22,PRESENT,2.7,2.7,Class 4
23831,UJ2024436,SOC2601,2024-02-29,PRESENT,2.1,2.1,Class 5
23832,UJ2024436,SOC2601,2024-03-07,PRESENT,2.9,2.9,Class 6
23833,UJ2024436,SOC2601,2024-03-14,PRESENT,2.5,2.5,Class 7
23834,UJ2024436,SOC2601,2024-03-21,PRESENT,2.3,2.3,Class 8
23835,UJ2024436,SOC2601,2024-03-28,PRESENT,2.6,2.6,Class 9
