grade_id,student_id,course_code,assignment1,assignment2,assignment3,midterm,final_exam,total_score,grade_letter,gpa,semester,recorded_date
732,UJ2024436,CHE2611,63.04,67.94,83.02,74.94,57.75,68.16,B,3.0,2024-1,2026-01-12
733,UJ2024437,APM1513,52.4,83.85,99.7,84.05,50.62,71.59,B+,3.5,2024-1,2026-01-12
734,UJ2024438,LAW1511,66.64,65.35,70.79,98.6,50.03,70.08,B+,3.5,2024-1,2026-01-12
735,UJ2024438,APM2611,84.16,56.19,93.75,73.05,60.91,71.65,B+,3.5,2024-1,2026-01-12
736,UJ2024439,CHE1511,59.85,86.37,73.28,76.15,72.0,73.56,B+,3.5,2024-1,2026-01-12
737,UJ2024439,ART1511,67.83,83.18,59.99,66.35,77.03,71.35,B+,3.5,2024-1,2026-01-12
738,UJ2024439,ENG1511,82.58,57.69,97.14,97.96,64.6,79.48,A,4.0,2024-1,2026-01-12
739,UJ2024440,MNB1501,91.21,51.8,52.34,77.53,76.29,71.57,B+,3.5,2024-1,2026-01-12
740,UJ2024441,BIO2611,72.21,51.06,55.78,89.76,91.94,76.88,A,4.0,2024-1,2026-01-12
741,UJ2024441,PHY1513,84.13,57.76,92.61,92.23,88.89,84.9,A,4.0,2024-1,2026-01-12
742,UJ2024443,APM1513,56.82,88.71,66.1,86.36,51.69,68.84,B,3.0,2024-1,2026-01-12
743,UJ2024443,MNB1501,83.77,61.11,92.51,50.55,59.7,66.16,B,3.0,2024-1,2026-01-12
744,UJ2024443,INF1511,90.73,55.61,55.4,57.89,59.68,62.64,C+,2.5,2024-1,2026-01-12
745,UJ2024443,SOC1501,99.95,75.1,71.42,75.98,68.7,76.58,A,4.0,2024-1,2026-01-12
746,UJ2024444,MAT1581,82.86,51.48,82.94,93.87,90.99,83.36,A,4.0,2024-1,2026-01-12
747,UJ2024444,PHY2611,87.31,52.07,65.89,73.85,62.35,67.96,B,3.0,2024-1,2026-01-12
748,UJ2024445,MNB2601,67.29,61.93,77.33,87.22,59.18,70.54,B+,3.5,2024-1,2026-01-12
749,UJ2024445,CHE2611,99.08,60.58,80.19,78.59,81.84,80.18,A,4.0,2024-1,2026-01-12
750,UJ2024445,ARC1511,75.71,60.96,57.33,86.61,72.58,72.53,B+,3.5,2024-1,2026-01-12
751,UJ2024447,CHE1511,83.84,56.63,61.23,78.71,77.28,73.12,B+,3.5,2024-1,2026-01-12
752,UJ2024447,BIO2611,67.39,77.76,82.17,68.61,57.65,68.55,B,3.0,2024-1,2026-01-12
753,UJ2024447,COS2611,77.52,97.3,87.75,67.01,70.13,77.18,A,4.0,2024-1,2026-01-12
754,UJ2024447,MNB1501,99.89,77.14,84.16,57.62,95.77,82.31,A,4.0,2024-1,2026-01-12
755,UJ2024448,FAC1502,93.81,56.14,75.99,95.15,82.4,82.4,A,4.0,2024-1,2026-01-12
756,UJ2024449,INF1511,60.57,69.15,85.97,91.69,70.06,76.29,A,4.0,2024-1,2026-01-12
757,UJ2024449,BIO1511,57.94,83.53,84.68,99.93,68.17,79.36,A,4.0,2024-1,2026-01-12
758,UJ2024450,ART2611,87.31,58.53,98.92,53.09,61.2,68.35,B,3.0,2024-1,2026-01-12
759,UJ2024451,ART2611,71.7,83.01,56.34,97.82,76.8,79.15,A,4.0,2024-1,2026-01-12
760,UJ2024452,FAC1502,71.61,66.08,71.59,77.41,71.47,72.19,B+,3.5,2024-1,2026-01-12
761,UJ2024452,BIO2611,60.32,64.88,76.2,76.34,77.45,72.53,B+,3.5,2024-1,2026-01-12
762,UJ2024452,ARC2611,52.8,53.01,66.09,91.22,66.43,68.52,B,3.0,2024-1,2026-01-12
763,UJ2024453,ENG2611,89.44,61.12,85.65,52.99,72.09,70.31,B+,3.5,2024-1,2026-01-12
764,UJ2024454,ENG2611,91.86,53.51,87.76,66.34,70.95,72.84,B+,3.5,2024-1,2026-01-12
765,UJ2024454,LAW2611,87.73,53.8,93.02,79.11,55.65,71.66,B+,3.5,2024-1,2026-01-12
766,UJ2024454,PLS1501,58.73,87.79,54.86,90.99,61.64,71.45,B+,3.5,2024-1,2026-01-12
767,UJ2024455,SOC2601,64.81,84.84,73.34,84.0,86.21,80.31,A,4.0,2024-1,2026-01-12
768,UJ2024456,MNB1501,78.4,98.23,87.45,52.26,86.95,78.76,A,4.0,2024-1,2026-01-12
769,UJ2024458,APM1513,73.54,69.96,69.81,96.22,53.4,72.07,B+,3.5,2024-1,2026-01-12
770,UJ2024458,SOC2601,68.12,89.31,97.86,51.79,98.5,80.79,A,4.0,2024-1,2026-01-12
771,UJ2024458,EKN224,66.64,98.79,81.96,86.81,58.14,76.25,A,4.0,2024-1,2026-01-12
772,UJ2024459,FAC2601,76.57,77.74,77.26,88.07,63.23,75.72,A,4.0,2024-1,2026-01-12
773,UJ2024460,ENG2611,65.43,54.82,81.3,82.5,75.31,73.45,B+,3.5,2024-1,2026-01-12
774,UJ2024460,ART2611,59.9,89.04,73.68,59.25,52.56,63.97,C+,2.5,2024-1,2026-01-12
775,UJ2024460,MAT2681,92.29,77.23,91.75,97.86,89.76,90.58,A,4.0,2024-1,2026-01-12
776,UJ2024461,PHY1513,88.17,58.3,85.16,81.94,76.18,78.08,A,4.0,2024-1,2026-01-12
777,UJ2024461,SOC1501,73.69,81.6,93.91,87.97,90.79,86.61,A,4.0,2024-1,2026-01-12
778,UJ2024461,FAC1502,84.46,77.17,94.02,56.19,93.65,80.49,A,4.0,2024-1,2026-01-12
779,UJ2024463,FAC2601,65.38,87.94,70.79,54.35,59.83,65.15,B,3.0,2024-1,2026-01-12
780,UJ2024463,PHY2611,84.19,92.28,94.87,63.39,59.63,74.44,B+,3.5,2024-1,2026-01-12
781,UJ2024464,APM1513,59.65,57.24,76.74,63.13,99.31,74.62,B+,3.5,2024-1,2026-01-12
782,UJ2024465,APM2611,61.65,88.1,72.03,66.21,74.36,72.13,B+,3.5,2024-1,2026-01-12
783,UJ2024465,ENG1511,90.96,82.47,59.41,68.73,73.81,74.25,B+,3.5,2024-1,2026-01-12
784,UJ2024465,BIO2611,69.26,92.4,62.61,81.78,62.18,72.74,B+,3.5,2024-1,2026-01-12
785,UJ2024465,COS2611,51.9,98.68,96.95,63.81,87.9,79.45,A,4.0,2024-1,2026-01-12
786,UJ2024466,INF2611,52.45,55.32,91.74,50.76,95.02,71.12,B+,3.5,2024-1,2026-01-12
787,UJ2024466,SOC1501,63.92,61.77,98.86,50.85,62.91,65.27,B,3.0,2024-1,2026-01-12
788,UJ2024466,PLS1501,67.12,90.91,83.35,99.6,93.68,89.21,A,4.0,2024-1,2026-01-12
789,UJ2024466,NUR1511,84.25,96.53,87.58,87.68,96.52,91.13,A,4.0,2024-1,2026-01-12
790,UJ2024466,BIO1511,83.13,87.09,73.08,94.53,86.27,86.01,A,4.0,2024-1,2026-01-12
791,UJ2024466,MNB1501,70.02,73.77,68.08,52.52,50.17,59.96,C,2.0,2024-1,2026-01-12
792,UJ2024466,LAW2611,72.17,98.25,88.94,80.78,94.76,87.53,A,4.0,2024-1,2026-01-12
793,UJ2024467,ARC1511,60.52,80.22,82.01,89.24,77.25,78.9,A,4.0,2024-1,2026-01-12
794,UJ2024468,BIO1511,58.6,73.33,81.66,60.01,97.41,76.26,A,4.0,2024-1,2026-01-12
795,UJ2024468,ENG1511,78.49,98.08,64.41,74.12,73.53,76.74,A,4.0,2024-1,2026-01-12
796,UJ2024469,NUR1511,92.11,64.3,70.73,93.23,88.22,83.84,A,4.0,2024-1,2026-01-12
797,UJ2024469,SOC2601,65.67,89.63,91.5,79.96,89.18,83.76,A,4.0,2024-1,2026-01-12
798,UJ2024469,COS2611,93.35,69.51,97.17,85.59,98.75,90.03,A,4.0,2024-1,2026-01-12
799,UJ2024470,APM2611,61.94,73.29,72.65,87.84,97.07,82.26,A,4.0,2024-1,2026-01-12
800,UJ2024470,MAT2681,51.35,80.82,78.92,68.97,84.02,74.11,B+,3.5,2024-1,2026-01-12
801,UJ2024471,NUR2611,78.27,65.76,81.44,84.5,96.03,83.75,A,4.0,2024-1,2026-01-12
802,UJ2024472,BIO1511,62.69,55.78,67.55,95.34,89.97,78.73,A,4.0,2024-1,2026-01-12
803,UJ2024473,ARC2611,74.86,83.31,71.41,75.23,78.48,76.79,A,4.0,2024-1,2026-01-12
804,UJ2024473,MAT1581,79.49,76.25,87.79,71.74,68.36,74.97,B+,3.5,2024-1,2026-01-12
805,UJ2024474,COS2611,56.66,71.09,94.93,73.02,65.97,71.45,B+,3.5,2024-1,2026-01-12
806,UJ2024475,NUR1511,64.77,94.26,80.24,94.82,71.88,81.16,A,4.0,2024-1,2026-01-12
807,UJ2024475,MAT2681,88.54,81.07,97.73,63.32,72.21,77.59,A,4.0,2024-1,2026-01-12
808,UJ2024476,APM1513,73.36,56.83,63.75,56.12,55.83,59.87,C,2.0,2024-1,2026-01-12
809,UJ2024476,INF1511,57.46,95.47,70.35,91.82,68.25,76.92,A,4.0,2024-1,2026-01-12
810,UJ2024476,BIO2611,79.91,78.34,89.16,54.71,84.7,76.2,A,4.0,2024-1,2026-01-12
811,UJ2024478,SOC2601,95.57,63.91,56.53,92.79,51.03,70.91,B+,3.5,2024-1,2026-01-12
812,UJ2024479,MNB1501,71.56,62.37,72.66,74.32,68.79,70.21,B+,3.5,2024-1,2026-01-12
813,UJ2024480,FAC1502,67.04,84.23,82.42,84.41,60.63,74.34,B+,3.5,2024-1,2026-01-12
814,UJ2024480,LAW1511,84.87,68.44,59.08,69.03,90.8,76.36,A,4.0,2024-1,2026-01-12
815,UJ2024481,CHE1511,66.91,66.49,98.71,96.36,88.84,85.56,A,4.0,2024-1,2026-01-12
816,UJ2024482,ENG1511,93.23,54.15,72.94,51.27,81.6,70.35,B+,3.5,2024-1,2026-01-12
817,UJ2024482,PLS1501,73.08,95.83,70.69,60.46,81.45,75.49,A,4.0,2024-1,2026-01-12
818,UJ2024482,COS1511,54.0,86.69,90.73,66.05,85.8,76.97,A,4.0,2024-1,2026-01-12
819,UJ2024482,EKN114,80.37,76.02,51.43,95.87,77.34,78.34,A,4.0,2024-1,2026-01-12
820,UJ2024483,ART2611,67.29,92.91,58.31,62.54,80.45,72.55,B+,3.5,2024-1,2026-01-12
821,UJ2024485,INF1511,92.01,58.61,96.23,92.16,96.97,89.16,A,4.0,2024-1,2026-01-12
822,UJ2024485,MNB1501,65.04,87.01,89.51,88.81,68.43,78.97,A,4.0,2024-1,2026-01-12
823,UJ2024485,CHE2611,58.34,60.04,56.63,99.22,91.01,78.36,A,4.0,2024-1,2026-01-12
824,UJ2024485,SOC2601,70.33,66.21,83.85,73.31,53.7,67.5,B,3.0,2024-1,2026-01-12
825,UJ2024486,BIO1511,77.17,73.56,63.78,90.63,83.95,80.02,A,4.0,2024-1,2026-01-12
826,UJ2024486,PLS2601,85.22,59.43,82.22,96.86,57.38,75.46,A,4.0,2024-1,2026-01-12
827,UJ2024487,EKN224,79.37,62.47,70.6,63.61,90.12,74.8,B+,3.5,2024-1,2026-01-12
828,UJ2024488,SOC2601,82.13,62.04,76.69,58.77,58.09,65.25,B,3.0,2024-1,2026-01-12
829,UJ2024488,ARC2611,86.71,74.84,69.05,65.94,94.87,79.54,A,4.0,2024-1,2026-01-12
830,UJ2024488,NUR2611,77.51,79.19,93.06,95.18,55.13,77.8,A,4.0,2024-1,2026-01-12
831,UJ2024489,ARC1511,87.21,68.53,67.07,86.79,72.73,76.94,A,4.0,2024-1,2026-01-12
832,UJ2024489,NUR1511,92.01,79.59,90.59,68.28,72.11,78.03,A,4.0,2024-1,2026-01-12
833,UJ2024490,FAC2601,89.61,97.36,51.01,53.9,93.3,77.16,A,4.0,2024-1,2026-01-12
834,UJ2024490,MAT2681,93.28,78.22,69.59,81.07,90.04,83.44,A,4.0,2024-1,2026-01-12
835,UJ2024492,CHE2611,67.25,58.18,69.33,72.01,53.3,63.21,C+,2.5,2024-1,2026-01-12
836,UJ2024492,APM2611,60.08,79.22,83.86,79.69,72.46,75.13,A,4.0,2024-1,2026-01-12
837,UJ2024493,MNB2601,52.01,79.83,99.14,74.75,51.07,68.66,B,3.0,2024-1,2026-01-12
838,UJ2024493,EKN114,69.5,80.17,88.94,98.83,89.53,87.36,A,4.0,2024-1,2026-01-12
839,UJ2024494,SOC2601,68.07,80.79,70.1,61.09,95.14,76.66,A,4.0,2024-1,2026-01-12
840,UJ2024494,ENG1511,59.79,99.16,58.61,66.6,51.31,64.68,C+,2.5,2024-1,2026-01-12
841,UJ2024494,COS1511,69.32,95.8,76.78,89.66,73.1,80.63,A,4.0,2024-1,2026-01-12
842,UJ2024494,NUR1511,94.73,65.84,70.48,59.24,82.05,74.08,B+,3.5,2024-1,2026-01-12
843,UJ2024496,SOC1501,91.66,63.08,53.82,67.36,57.84,65.48,B,3.0,2024-1,2026-01-12
844,UJ2024496,PLS1501,73.34,84.34,76.04,83.66,52.68,71.78,B+,3.5,2024-1,2026-01-12
845,UJ2024498,ART2611,80.32,83.15,65.32,65.41,55.92,67.45,B,3.0,2024-1,2026-01-12
846,UJ2024498,ENG1511,66.18,99.45,59.66,51.11,89.87,73.53,B+,3.5,2024-1,2026-01-12
847,UJ2024498,COS1511,57.83,74.99,55.1,51.75,86.57,67.1,B,3.0,2024-1,2026-01-12
848,UJ2024499,LAW1511,64.92,55.31,76.89,89.67,64.16,71.23,B+,3.5,2024-1,2026-01-12
849,UJ2024502,MNB1501,92.95,98.67,71.03,79.15,94.37,87.5,A,4.0,2024-1,2026-01-12
850,UJ2024502,LAW1511,56.18,90.35,99.23,67.7,60.55,71.95,B+,3.5,2024-1,2026-01-12
851,UJ2024503,APM2611,52.88,53.92,56.75,67.26,83.02,66.25,B,3.0,2024-1,2026-01-12
852,UJ2024503,FAC1502,70.89,72.45,57.81,84.13,90.71,78.42,A,4.0,2024-1,2026-01-12
853,UJ2024504,NUR1511,59.89,94.18,81.89,97.1,64.95,79.15,A,4.0,2024-1,2026-01-12
854,UJ2024505,ARC1511,55.27,67.66,78.07,52.91,69.19,64.13,C+,2.5,2024-1,2026-01-12
855,UJ2024505,APM2611,68.03,54.69,83.22,86.68,58.49,70.11,B+,3.5,2024-1,2026-01-12
856,UJ2024506,FAC2601,56.22,78.47,78.63,80.44,82.66,76.91,A,4.0,2024-1,2026-01-12
857,UJ2024508,PHY1513,71.83,74.66,95.62,76.22,88.7,81.98,A,4.0,2024-1,2026-01-12
858,UJ2024509,CHE2611,76.85,79.02,94.57,57.42,66.22,71.79,B+,3.5,2024-1,2026-01-12
859,UJ2024510,COS2611,83.09,93.59,89.96,68.11,77.93,80.4,A,4.0,2024-1,2026-01-12
860,UJ2024511,ENG2611,67.64,73.8,69.2,62.81,76.18,70.15,B+,3.5,2024-1,2026-01-12
861,UJ2024511,ART2611,90.36,75.94,60.32,75.2,57.5,70.04,B+,3.5,2024-1,2026-01-12
862,UJ2024511,BIO1511,97.41,79.08,95.92,73.84,89.04,86.03,A,4.0,2024-1,2026-01-12
863,UJ2024512,BIO2611,87.71,56.73,85.68,63.9,58.19,67.95,B,3.0,2024-1,2026-01-12
864,UJ2024513,PLS1501,87.68,69.66,58.88,57.47,60.06,64.82,C+,2.5,2024-1,2026-01-12
865,UJ2024513,NUR1511,80.97,81.07,76.11,63.2,94.25,79.8,A,4.0,2024-1,2026-01-12
866,UJ2024514,ART1511,84.93,95.83,53.83,64.07,77.67,74.51,B+,3.5,2024-1,2026-01-12
867,UJ2024514,MAT2681,96.42,68.6,74.25,87.82,59.55,75.71,A,4.0,2024-1,2026-01-12
868,UJ2024515,FAC2601,92.54,83.57,73.23,54.23,50.57,66.13,B,3.0,2024-1,2026-01-12
869,UJ2024515,INF1511,96.27,74.04,80.35,68.31,81.42,79.1,A,4.0,2024-1,2026-01-12
870,UJ2024517,MAT1581,85.98,87.75,60.6,51.42,94.2,76.26,A,4.0,2024-1,2026-01-12
871,UJ2024517,ENG1511,51.14,96.13,91.34,84.13,66.33,76.72,A,4.0,2024-1,2026-01-12
872,UJ2024517,COS2611,84.89,54.09,86.7,64.82,53.14,66.0,B,3.0,2024-1,2026-01-12
873,UJ2024518,APM2611,61.06,73.22,65.02,58.98,57.09,61.77,C+,2.5,2024-1,2026-01-12
874,UJ2024518,ARC1511,93.17,90.48,62.64,88.86,77.13,82.3,A,4.0,2024-1,2026-01-12
875,UJ2024518,SOC1501,60.06,58.73,77.21,71.13,84.88,72.65,B+,3.5,2024-1,2026-01-12
876,UJ2024519,ARC1511,50.99,92.98,97.75,62.16,90.75,79.02,A,4.0,2024-1,2026-01-12
877,UJ2024519,MNB2601,91.95,50.78,58.88,65.06,55.87,63.27,C+,2.5,2024-1,2026-01-12
878,UJ2024521,LAW2611,87.22,69.02,68.16,99.23,85.78,84.2,A,4.0,2024-1,2026-01-12
879,UJ2024522,ART2611,62.05,71.91,77.49,97.38,55.49,72.71,B+,3.5,2024-1,2026-01-12
880,UJ2024522,PHY2611,91.43,52.36,64.24,68.8,73.99,70.6,B+,3.5,2024-1,2026-01-12
881,UJ2024523,ART2611,51.9,86.79,80.53,77.64,53.0,68.19,B,3.0,2024-1,2026-01-12
882,UJ2024523,MAT2681,96.21,73.03,76.81,76.02,63.52,74.97,B+,3.5,2024-1,2026-01-12
883,UJ2024524,ARC1511,76.22,64.71,61.44,75.9,93.64,77.42,A,4.0,2024-1,2026-01-12
884,UJ2024524,FAC1502,86.35,52.06,74.49,68.7,90.53,76.27,A,4.0,2024-1,2026-01-12
885,UJ2024525,PHY1513,63.76,84.24,70.69,84.23,57.41,71.08,B+,3.5,2024-1,2026-01-12
886,UJ2024525,ART2611,91.5,65.56,86.74,62.68,75.48,74.88,B+,3.5,2024-1,2026-01-12
887,UJ2024525,ARC1511,96.9,99.11,93.28,84.73,74.99,87.07,A,4.0,2024-1,2026-01-12
888,UJ2024526,COS2611,90.46,71.76,64.72,91.31,68.43,77.4,A,4.0,2024-1,2026-01-12
889,UJ2024527,CHE1511,73.87,99.7,53.41,75.25,72.83,74.71,B+,3.5,2024-1,2026-01-12
890,UJ2024527,ARC2611,81.47,56.33,71.05,93.68,55.3,71.34,B+,3.5,2024-1,2026-01-12
891,UJ2024527,APM1513,72.95,59.56,51.54,97.21,77.63,75.2,A,4.0,2024-1,2026-01-12
892,UJ2024529,ART2611,51.31,75.88,63.73,76.43,53.6,63.83,C+,2.5,2024-1,2026-01-12
893,UJ2024530,ART1511,64.19,99.24,54.73,82.76,70.35,74.52,B+,3.5,2024-1,2026-01-12
894,UJ2024531,CHE1511,67.81,87.97,77.43,92.18,77.28,81.21,A,4.0,2024-1,2026-01-12
895,UJ2024531,SOC2601,74.32,60.62,64.65,81.3,76.17,73.11,B+,3.5,2024-1,2026-01-12
896,UJ2024531,MAT1581,90.82,65.63,75.02,67.06,96.46,80.42,A,4.0,2024-1,2026-01-12
897,UJ2024532,CHE1511,84.97,60.9,86.61,71.51,63.35,71.75,B+,3.5,2024-1,2026-01-12
898,UJ2024532,ARC1511,90.85,71.8,63.87,67.55,75.6,73.55,B+,3.5,2024-1,2026-01-12
899,UJ2024532,LAW2611,83.87,63.39,80.95,80.48,61.61,72.83,B+,3.5,2024-1,2026-01-12
900,UJ2024533,MNB1501,63.44,64.21,63.12,70.75,64.65,65.7,B,3.0,2024-1,2026-01-12
901,UJ2024534,NUR1511,55.45,80.5,73.77,96.01,76.97,78.55,A,4.0,2024-1,2026-01-12
902,UJ2024535,ART1511,64.64,62.79,62.13,86.93,83.2,75.13,A,4.0,2024-1,2026-01-12
903,UJ2024535,COS1511,77.06,57.73,72.67,70.85,92.73,76.65,A,4.0,2024-1,2026-01-12
904,UJ2024535,EKN114,70.17,97.72,66.91,89.12,72.96,79.39,A,4.0,2024-1,2026-01-12
905,UJ2024536,FAC1502,54.6,59.28,66.45,81.47,77.92,70.79,B+,3.5,2024-1,2026-01-12
906,UJ2024536,APM2611,56.46,56.33,93.93,50.25,68.69,64.18,C+,2.5,2024-1,2026-01-12
907,UJ2024536,MAT1581,88.25,90.98,58.25,75.18,62.69,73.22,B+,3.5,2024-1,2026-01-12
908,UJ2024537,FAC2601,60.68,59.43,57.23,82.32,71.74,68.7,B,3.0,2024-1,2026-01-12
909,UJ2024537,MNB1501,69.36,90.24,94.48,77.88,87.12,83.72,A,4.0,2024-1,2026-01-12
910,UJ2024538,PLS2601,81.14,88.88,98.47,94.81,72.5,85.73,A,4.0,2024-1,2026-01-12
911,UJ2024539,ART2611,57.08,81.66,83.13,55.27,58.88,64.76,C+,2.5,2024-1,2026-01-12
912,UJ2024539,SOC2601,66.04,58.5,62.39,72.34,86.06,71.94,B+,3.5,2024-1,2026-01-12
913,UJ2024540,ART1511,90.99,68.27,73.71,88.24,83.52,82.06,A,4.0,2024-1,2026-01-12
914,UJ2024540,FAC1502,72.05,55.78,91.19,91.43,99.33,85.51,A,4.0,2024-1,2026-01-12
915,UJ2024541,NUR2611,55.4,81.49,50.09,63.06,89.23,70.58,B+,3.5,2024-1,2026-01-12
916,UJ2024541,SOC2601,65.65,77.12,76.61,62.04,67.08,68.54,B,3.0,2024-1,2026-01-12
917,UJ2024541,EKN224,93.64,54.75,78.56,86.22,85.52,81.25,A,4.0,2024-1,2026-01-12
918,UJ2024543,SOC2601,66.91,73.52,63.16,93.2,92.96,81.73,A,4.0,2024-1,2026-01-12
919,UJ2024543,BIO1511,73.14,86.36,50.69,74.44,87.02,76.24,A,4.0,2024-1,2026-01-12
920,UJ2024543,PLS1501,99.32,97.47,93.49,90.95,63.1,85.21,A,4.0,2024-1,2026-01-12
921,UJ2024544,BIO1511,76.32,53.53,56.33,51.29,95.31,69.34,B,3.0,2024-1,2026-01-12
922,UJ2024544,FAC1502,58.35,75.98,71.38,66.1,66.62,67.37,B,3.0,2024-1,2026-01-12
923,UJ2024544,MNB1501,81.33,65.13,72.57,96.56,58.13,74.43,B+,3.5,2024-1,2026-01-12
924,UJ2024544,PLS2601,78.33,86.54,79.6,60.21,66.8,71.76,B+,3.5,2024-1,2026-01-12
925,UJ2024545,SOC1501,94.97,54.84,57.77,96.02,82.41,79.86,A,4.0,2024-1,2026-01-12
926,UJ2024546,LAW1511,52.15,81.16,77.82,56.67,79.76,69.77,B,3.0,2024-1,2026-01-12
927,UJ2024547,CHE2611,84.06,77.67,63.9,96.1,78.25,81.34,A,4.0,2024-1,2026-01-12
928,UJ2024547,FAC1502,54.62,68.2,69.16,77.69,52.28,63.9,C+,2.5,2024-1,2026-01-12
929,UJ2024548,COS2611,83.36,95.05,83.84,92.76,70.32,83.62,A,4.0,2024-1,2026-01-12
930,UJ2024548,ARC1511,75.68,65.39,68.3,78.85,97.88,80.48,A,4.0,2024-1,2026-01-12
931,UJ2024549,MAT2681,64.89,77.42,73.85,84.98,52.1,69.3,B,3.0,2024-1,2026-01-12
932,UJ2024549,ARC1511,76.98,86.41,83.28,89.58,60.17,77.45,A,4.0,2024-1,2026-01-12
933,UJ2024549,EKN224,79.34,99.22,71.59,94.95,56.8,78.3,A,4.0,2024-1,2026-01-12
934,UJ2024550,PLS1501,73.56,93.43,75.57,98.27,87.01,87.05,A,4.0,2024-1,2026-01-12
935,UJ2024550,NUR1511,84.34,57.62,67.98,91.79,51.59,69.92,B,3.0,2024-1,2026-01-12
936,UJ2024551,BIO1511,57.01,71.0,53.08,64.16,66.37,63.11,C+,2.5,2024-1,2026-01-12
937,UJ2024551,SOC1501,65.42,89.14,84.1,64.69,93.43,80.0,A,4.0,2024-1,2026-01-12
938,UJ2024551,LAW1511,73.99,55.75,77.36,97.74,80.35,79.6,A,4.0,2024-1,2026-01-12
939,UJ2024552,LAW1511,86.84,58.33,77.13,72.37,99.44,81.27,A,4.0,2024-1,2026-01-12
940,UJ2024552,ART1511,74.62,96.63,84.06,71.87,56.84,73.32,B+,3.5,2024-1,2026-01-12
941,UJ2024552,APM1513,89.65,91.86,81.68,94.11,61.1,81.34,A,4.0,2024-1,2026-01-12
942,UJ2024553,COS1511,67.91,64.1,69.69,84.72,67.13,71.57,B+,3.5,2024-1,2026-01-12
943,UJ2024554,EKN114,61.91,84.76,50.02,60.55,71.73,66.16,B,3.0,2024-1,2026-01-12
944,UJ2024554,APM1513,77.54,52.37,99.03,89.98,72.59,78.61,A,4.0,2024-1,2026-01-12
945,UJ2024555,MNB1501,60.73,70.15,83.67,61.19,57.29,64.67,C+,2.5,2024-1,2026-01-12
946,UJ2024555,PHY1513,67.79,61.67,91.48,61.29,67.29,68.65,B,3.0,2024-1,2026-01-12
947,UJ2024557,ART2611,61.72,71.68,64.18,73.15,56.52,64.88,C+,2.5,2024-1,2026-01-12
948,UJ2024557,BIO1511,87.34,70.69,95.59,64.98,77.63,77.58,A,4.0,2024-1,2026-01-12
949,UJ2024557,CHE1511,60.85,59.06,64.93,67.75,51.12,60.0,C+,2.5,2024-1,2026-01-12
950,UJ2024558,LAW2611,72.11,68.43,88.95,99.5,60.92,77.57,A,4.0,2024-1,2026-01-12
951,UJ2024559,MNB1501,94.97,55.27,92.23,55.82,54.69,66.73,B,3.0,2024-1,2026-01-12
952,UJ2024559,MAT2681,96.68,70.41,81.64,55.55,86.21,77.06,A,4.0,2024-1,2026-01-12
953,UJ2024559,PLS1501,97.89,92.7,64.78,56.13,96.79,81.38,A,4.0,2024-1,2026-01-12
954,UJ2024559,SOC1501,73.87,86.75,66.1,97.14,90.16,85.34,A,4.0,2024-1,2026-01-12
955,UJ2024559,EKN224,56.64,65.0,75.19,72.23,67.31,67.78,B,3.0,2024-1,2026-01-12
956,UJ2024560,NUR1511,79.78,66.75,70.22,74.05,83.32,76.02,A,4.0,2024-1,2026-01-12
957,UJ2024561,PHY2611,51.72,68.33,85.47,62.41,96.53,75.39,A,4.0,2024-1,2026-01-12
958,UJ2024562,ARC1511,92.16,89.75,50.63,75.14,69.58,74.54,B+,3.5,2024-1,2026-01-12
959,UJ2024563,ARC1511,73.62,81.2,57.01,62.95,57.3,64.7,C+,2.5,2024-1,2026-01-12
960,UJ2024564,NUR2611,72.93,89.87,62.96,89.43,68.73,76.84,A,4.0,2024-1,2026-01-12
961,UJ2024564,MAT2681,65.03,64.76,71.56,96.55,70.37,75.45,A,4.0,2024-1,2026-01-12
962,UJ2024566,INF2611,53.43,85.69,80.43,68.11,93.37,77.97,A,4.0,2024-1,2026-01-12
963,UJ2024566,ART1511,95.25,89.11,50.99,69.42,81.63,77.15,A,4.0,2024-1,2026-01-12
964,UJ2024567,NUR1511,53.87,71.54,96.84,96.6,81.38,81.9,A,4.0,2024-1,2026-01-12
965,UJ2024567,APM2611,69.37,75.98,82.94,99.98,97.0,88.34,A,4.0,2024-1,2026-01-12
966,UJ2024568,CHE1511,85.9,53.83,98.54,86.11,77.48,80.51,A,4.0,2024-1,2026-01-12
967,UJ2024569,ART1511,63.04,97.64,70.37,76.42,92.74,81.58,A,4.0,2024-1,2026-01-12
968,UJ2024571,ENG2611,67.7,86.16,69.89,71.12,70.75,72.57,B+,3.5,2024-1,2026-01-12
969,UJ2024573,ART2611,59.58,60.91,65.39,95.25,70.67,72.9,B+,3.5,2024-1,2026-01-12
970,UJ2024573,EKN224,75.83,73.09,85.15,92.06,87.79,84.46,A,4.0,2024-1,2026-01-12
971,UJ2024576,SOC1501,68.81,61.87,80.01,93.47,75.25,77.55,A,4.0,2024-1,2026-01-12
972,UJ2024576,APM2611,57.35,75.15,52.58,92.01,79.3,74.55,B+,3.5,2024-1,2026-01-12
973,UJ2024578,CHE1511,94.91,95.33,97.51,70.16,80.56,84.87,A,4.0,2024-1,2026-01-12
974,UJ2024578,MNB1501,71.26,70.17,60.16,76.94,95.1,78.0,A,4.0,2024-1,2026-01-12
975,UJ2024579,PLS2601,91.82,76.25,65.5,82.76,99.12,85.46,A,4.0,2024-1,2026-01-12
